stage,role,column,theme,dtype,n_non_null,pct_non_null,n_rows
loaded_mp4_fixed,column,ref2025_mp4_heating_lifetime_savings_fuel_cost,fuel_cost,float64,260211,78.5,331531
loaded_mp4_fixed,column,baseline_heating_lifetime_fuel_cost,fuel_cost,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_cooling_lifetime_fuel_cost,fuel_cost,float64,250576,75.6,331531
loaded_mp4_fixed,column,ref2025_mp4_cooling_lifetime_savings_fuel_cost,fuel_cost,float64,250576,75.6,331531
loaded_mp4_fixed,column,baseline_cooling_lifetime_fuel_cost,fuel_cost,float64,250576,75.6,331531
loaded_mp4_fixed,column,mp4_heating_replacement_installed_cost_v4MID,capital_cost,float64,260211,78.5,331531
loaded_mp4_fixed,column,mp4_heating_upgrade_installed_cost_v4MID,capital_cost,float64,260211,78.5,331531
loaded_mp4_fixed,column,mp4_cooling_replacement_installed_cost_v4MID,capital_cost,float64,250307,75.5,331531
loaded_mp4_fixed,column,household_income,building,float64,331531,100.0,331531
loaded_mp4_fixed,column,census_area_medianIncome,building,float64,331531,100.0,331531
loaded_mp4_fixed,column,percent_AMI,other,float64,331531,100.0,331531
loaded_mp4_fixed,column,income_level,building,object,331531,100.0,331531
loaded_mp4_fixed,column,lmi_or_mui,other,object,331531,100.0,331531
loaded_mp4_fixed,column,public_discount_rate,other,float64,331531,100.0,331531
loaded_mp4_fixed,column,private_discount_rate_fixed_base,other,float64,331531,100.0,331531
loaded_mp4_fixed,column,private_discount_rate_variable,other,float64,331531,100.0,331531
loaded_mp4_fixed,column,mp4_heating_rebate_amount_v4MID,rebate_policy,float64,260211,78.5,331531
loaded_mp4_fixed,column,row_id_heating_replacement,capital_cost,object,331531,100.0,331531
loaded_mp4_fixed,column,heating_replacement_pm1_euss,capital_cost,float64,331531,100.0,331531
loaded_mp4_fixed,column,heating_replacement_pm2_euss,capital_cost,float64,330744,99.8,331531
loaded_mp4_fixed,column,heating_replacement_pm2_euss_original,capital_cost,float64,330744,99.8,331531
loaded_mp4_fixed,column,row_id_heating_upgrade,other,object,331531,100.0,331531
loaded_mp4_fixed,column,heating_upgrade_pm1_euss,other,float64,331531,100.0,331531
loaded_mp4_fixed,column,heating_upgrade_pm2_euss,other,float64,331526,100.0,331531
loaded_mp4_fixed,column,row_id_cooling_replacement,capital_cost,object,331531,100.0,331531
loaded_mp4_fixed,column,cooling_replacement_pm1_euss,capital_cost,float64,331531,100.0,331531
loaded_mp4_fixed,column,cooling_replacement_pm2_euss,capital_cost,float64,299894,90.5,331531
loaded_mp4_fixed,column,cooling_replacement_pm2_euss_original,capital_cost,float64,299894,90.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heating_total_capital_cost_v4MID,capital_cost,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingSavings_coolingLCC_unsub_private_npv_fixed_base,npv_case,float64,258932,78.1,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingSavings_coolingLCC_unsub_net_capital_cost_v4MID,npv_case,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingSavings_coolingLCC_sub_private_npv_fixed_base,npv_case,float64,258932,78.1,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingSavings_coolingLCC_sub_net_capital_cost_v4MID,npv_case,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingSavings_coolingLCC_sub_june2026_private_npv_fixed_base,npv_case,float64,258932,78.1,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingSavings_coolingLCC_sub_june2026_net_capital_cost_v4MID,npv_case,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingSavings_unsub_private_npv_fixed_base,npv_case,float64,258932,78.1,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingSavings_unsub_net_capital_cost_v4MID,npv_case,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingSavings_sub_private_npv_fixed_base,npv_case,float64,258932,78.1,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingSavings_sub_net_capital_cost_v4MID,npv_case,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingSavings_sub_june2026_private_npv_fixed_base,npv_case,float64,258932,78.1,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingSavings_sub_june2026_net_capital_cost_v4MID,npv_case,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingLCC_unsub_private_npv_fixed_base,npv_case,float64,258932,78.1,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingLCC_unsub_net_capital_cost_v4MID,npv_case,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingLCC_sub_private_npv_fixed_base,npv_case,float64,258932,78.1,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingLCC_sub_net_capital_cost_v4MID,npv_case,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingLCC_sub_june2026_private_npv_fixed_base,npv_case,float64,258932,78.1,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingLCC_sub_june2026_net_capital_cost_v4MID,npv_case,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingSavings_coolingLCC_sub_econ_adopter_fixed_base,adopter_flag,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingSavings_coolingLCC_unsub_econ_adopter_fixed_base,adopter_flag,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingSavings_coolingLCC_sub_june2026_econ_adopter_fixed_base,adopter_flag,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingSavings_sub_econ_adopter_fixed_base,adopter_flag,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingSavings_unsub_econ_adopter_fixed_base,adopter_flag,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingSavings_sub_june2026_econ_adopter_fixed_base,adopter_flag,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingLCC_sub_econ_adopter_fixed_base,adopter_flag,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingLCC_unsub_econ_adopter_fixed_base,adopter_flag,float64,260211,78.5,331531
loaded_mp4_fixed,column,ref2025_mp4_heatingLCC_coolingLCC_sub_june2026_econ_adopter_fixed_base,adopter_flag,float64,260211,78.5,331531
