"Year","Cambium.GEA","Source","Fraction"
2023,"SPNOc","Coal",0.332847563344724
2024,"SPNOc","Coal",0.332847563344724
2025,"SPNOc","Coal",0.242803303028233
2026,"SPNOc","Coal",0.152759042711742
2027,"SPNOc","Coal",0.12109053957846
2028,"SPNOc","Coal",0.0894220364451774
2029,"SPNOc","Coal",0.083327476191748
2030,"SPNOc","Coal",0.0772329159383185
2031,"SPNOc","Coal",0.0617863327506548
2032,"SPNOc","Coal",0.0463397495629911
2033,"SPNOc","Coal",0.0308931663753274
2034,"SPNOc","Coal",0.0154465831876637
2035,"SPNOc","Coal",0
2036,"SPNOc","Coal",0
2037,"SPNOc","Coal",0
2038,"SPNOc","Coal",0
2039,"SPNOc","Coal",0
2040,"SPNOc","Coal",0
2041,"SPNOc","Coal",0
2042,"SPNOc","Coal",0
2043,"SPNOc","Coal",0
2044,"SPNOc","Coal",0
2045,"SPNOc","Coal",0
2046,"SPNOc","Coal",0
2047,"SPNOc","Coal",0
2048,"SPNOc","Coal",0
2049,"SPNOc","Coal",0
2050,"SPNOc","Coal",0
2022,"SPSOc","Coal",0.0382402146542613
2023,"SPSOc","Coal",0.0382402146542613
2024,"SPSOc","Coal",0.0382402146542613
2025,"SPSOc","Coal",0.0297434220974423
2026,"SPSOc","Coal",0.0212466295406233
2027,"SPSOc","Coal",0.0159215907701638
2028,"SPSOc","Coal",0.0105965519997043
2029,"SPSOc","Coal",0.0101229834570402
2030,"SPSOc","Coal",0.0096494149143762
2031,"SPSOc","Coal",0.00771953193150096
2032,"SPSOc","Coal",0.00578964894862572
2033,"SPSOc","Coal",0.00385976596575048
2034,"SPSOc","Coal",0.00192988298287524
2035,"SPSOc","Coal",0
2036,"SPSOc","Coal",0
2037,"SPSOc","Coal",0
2038,"SPSOc","Coal",0
2039,"SPSOc","Coal",0
2040,"SPSOc","Coal",0
2041,"SPSOc","Coal",0
2042,"SPSOc","Coal",0
2043,"SPSOc","Coal",0
2044,"SPSOc","Coal",0
2045,"SPSOc","Coal",0
2046,"SPSOc","Coal",0
2047,"SPSOc","Coal",0
2048,"SPSOc","Coal",0
2049,"SPSOc","Coal",0
2050,"SPSOc","Coal",0
2022,"SRMVc","Coal",0.0987275391756791
2023,"SRMVc","Coal",0.0987275391756791
2024,"SRMVc","Coal",0.0987275391756791
2025,"SRMVc","Coal",0.0856491383370051
2026,"SRMVc","Coal",0.0725707374983311
2027,"SRMVc","Coal",0.0686538209766788
2028,"SRMVc","Coal",0.0647369044550265
2029,"SRMVc","Coal",0.0651544242230128
2030,"SRMVc","Coal",0.0655719439909992
2031,"SRMVc","Coal",0.0524575551927994
2032,"SRMVc","Coal",0.0393431663945995
2033,"SRMVc","Coal",0.0262287775963997
2034,"SRMVc","Coal",0.0131143887981998
2035,"SRMVc","Coal",0
2036,"SRMVc","Coal",0
2037,"SRMVc","Coal",0
