"Year","Cambium.GEA","Source","Fraction"
2040,"MROEc","Coal",0.135431600887916
2041,"MROEc","Coal",0.120448876104446
2042,"MROEc","Coal",0.105466151320975
2043,"MROEc","Coal",0.090483426537505
2044,"MROEc","Coal",0.0755007017540346
2045,"MROEc","Coal",0.0605179769705643
2046,"MROEc","Coal",0.0533129263760592
2047,"MROEc","Coal",0.0461078757815541
2048,"MROEc","Coal",0.0389028251870491
2049,"MROEc","Coal",0.031697774592544
2050,"MROEc","Coal",0.0244927239980389
2022,"MROWc","Coal",0
2023,"MROWc","Coal",0
2024,"MROWc","Coal",0
2025,"MROWc","Coal",0.0391842464340744
2026,"MROWc","Coal",0.0783684928681487
2027,"MROWc","Coal",0.0391842464340744
2028,"MROWc","Coal",0
2029,"MROWc","Coal",0.0134603184729613
2030,"MROWc","Coal",0.0269206369459226
2031,"MROWc","Coal",0.0215365095567381
2032,"MROWc","Coal",0.0161523821675535
2033,"MROWc","Coal",0.010768254778369
2034,"MROWc","Coal",0.00538412738918451
2035,"MROWc","Coal",0
2036,"MROWc","Coal",0
2037,"MROWc","Coal",0
2038,"MROWc","Coal",0
2039,"MROWc","Coal",0
2040,"MROWc","Coal",0
2041,"MROWc","Coal",0
2042,"MROWc","Coal",0
2043,"MROWc","Coal",0
2044,"MROWc","Coal",0
2045,"MROWc","Coal",0
2046,"MROWc","Coal",0
2047,"MROWc","Coal",0
2048,"MROWc","Coal",0
2049,"MROWc","Coal",0
2050,"MROWc","Coal",0
2022,"NEWEc","Coal",0.0066544704926956
2023,"NEWEc","Coal",0.0066544704926956
2024,"NEWEc","Coal",0.0066544704926956
2025,"NEWEc","Coal",0.0243414101448272
2026,"NEWEc","Coal",0.0420283497969587
2027,"NEWEc","Coal",0.0255570780627612
2028,"NEWEc","Coal",0.00908580632856361
2029,"NEWEc","Coal",0.0045429031642818
2030,"NEWEc","Coal",0
2031,"NEWEc","Coal",3.80196869258936e-05
2032,"NEWEc","Coal",7.60393738517873e-05
2033,"NEWEc","Coal",0.000114059060777681
2034,"NEWEc","Coal",0.000152078747703575
2035,"NEWEc","Coal",0.000190098434629468
2036,"NEWEc","Coal",0.000152078747703575
2037,"NEWEc","Coal",0.000114059060777681
2038,"NEWEc","Coal",7.60393738517873e-05
2039,"NEWEc","Coal",3.80196869258936e-05
2040,"NEWEc","Coal",0
2041,"NEWEc","Coal",0
2042,"NEWEc","Coal",0
2043,"NEWEc","Coal",0
2044,"NEWEc","Coal",0
2045,"NEWEc","Coal",0
2046,"NEWEc","Coal",0
2047,"NEWEc","Coal",0
2048,"NEWEc","Coal",0
2049,"NEWEc","Coal",0
2050,"NEWEc","Coal",0
2022,"NWPPc","Coal",0
2023,"NWPPc","Coal",0
2024,"NWPPc","Coal",0
2025,"NWPPc","Coal",0.252411909817604
2026,"NWPPc","Coal",0.504823819635208
2027,"NWPPc","Coal",0.408042830235223
2028,"NWPPc","Coal",0.311261840835239
2029,"NWPPc","Coal",0.29633190178841
2030,"NWPPc","Coal",0.281401962741582
2031,"NWPPc","Coal",0.232566862683651
2032,"NWPPc","Coal",0.18373176262572
2033,"NWPPc","Coal",0.134896662567789
2034,"NWPPc","Coal",0.0860615625098579
2035,"NWPPc","Coal",0.0372264624519269
2036,"NWPPc","Coal",0.0363056246795894
2037,"NWPPc","Coal",0.035384786907252
2038,"NWPPc","Coal",0.0344639491349145
2039,"NWPPc","Coal",0.0335431113625771
2040,"NWPPc","Coal",0.0326222735902396
2041,"NWPPc","Coal",0.0325149644448764
2042,"NWPPc","Coal",0.0324076552995131
2043,"NWPPc","Coal",0.0323003461541498
2044,"NWPPc","Coal",0.0321930370087866
2045,"NWPPc","Coal",0.0320857278634233
2046,"NWPPc","Coal",0.0276405236745217
2047,"NWPPc","Coal",0.02319531948562
2048,"NWPPc","Coal",0.0187501152967183
2049,"NWPPc","Coal",0.0143049111078167
2050,"NWPPc","Coal",0.00985970691891501
2022,"NYSTc","Coal",0.0162131153293886
2023,"NYSTc","Coal",0.0162131153293886
2024,"NYSTc","Coal",0.0162131153293886
2025,"NYSTc","Coal",0.0973154119262937
2026,"NYSTc","Coal",0.178417708523199
2027,"NYSTc","Coal",0.101285248212868
2028,"NYSTc","Coal",0.0241527879025362
2029,"NYSTc","Coal",0.0141923433920672
2030,"NYSTc","Coal",0.00423189888159823
2031,"NYSTc","Coal",0.00338551910527858
2032,"NYSTc","Coal",0.00253913932895894
2033,"NYSTc","Coal",0.00169275955263929
2034,"NYSTc","Coal",0.000846379776319645
2035,"NYSTc","Coal",0
2036,"NYSTc","Coal",0
2037,"NYSTc","Coal",0
2038,"NYSTc","Coal",0
2039,"NYSTc","Coal",0
2040,"NYSTc","Coal",0
2041,"NYSTc","Coal",0
2042,"NYSTc","Coal",0
2043,"NYSTc","Coal",0
2044,"NYSTc","Coal",0
2045,"NYSTc","Coal",0
2046,"NYSTc","Coal",0
2047,"NYSTc","Coal",0
2048,"NYSTc","Coal",0
2049,"NYSTc","Coal",0
2050,"NYSTc","Coal",0
2022,"RFCEc","Coal",0.102144996127173
2023,"RFCEc","Coal",0.102144996127173
2024,"RFCEc","Coal",0.102144996127173
2025,"RFCEc","Coal",0.251541164829696
2026,"RFCEc","Coal",0.400937333532219
2027,"RFCEc","Coal",0.337953873261207
2028,"RFCEc","Coal",0.274970412990196
2029,"RFCEc","Coal",0.294492492562875
2030,"RFCEc","Coal",0.314014572135554
2031,"RFCEc","Coal",0.295436327028762
2032,"RFCEc","Coal",0.27685808192197
2033,"RFCEc","Coal",0.258279836815178
2034,"RFCEc","Coal",0.239701591708387
2035,"RFCEc","Coal",0.221123346601595
2036,"RFCEc","Coal",0.194201712916699
2037,"RFCEc","Coal",0.167280079231803
2038,"RFCEc","Coal",0.140358445546907
2039,"RFCEc","Coal",0.113436811862011
2040,"RFCEc","Coal",0.0865151781771156
2041,"RFCEc","Coal",0.0867044391869617
2042,"RFCEc","Coal",0.0868937001968077
2043,"RFCEc","Coal",0.0870829612066538
2044,"RFCEc","Coal",0.0872722222164999
2045,"RFCEc","Coal",0.0874614832263459
2046,"RFCEc","Coal",0.0711737513702881
2047,"RFCEc","Coal",0.0548860195142303
2048,"RFCEc","Coal",0.0385982876581725
2049,"RFCEc","Coal",0.0223105558021147
2050,"RFCEc","Coal",0.00602282394605685
2022,"RFCMc","Coal",0.00306260542346166
2023,"RFCMc","Coal",0.00306260542346166
2024,"RFCMc","Coal",0.00306260542346166
2025,"RFCMc","Coal",0.111655226246468
2026,"RFCMc","Coal",0.220247847069474
2027,"RFCMc","Coal",0.110123923534737
2028,"RFCMc","Coal",0
2029,"RFCMc","Coal",0.00426136924675371
2030,"RFCMc","Coal",0.00852273849350742
2031,"RFCMc","Coal",0.0337028836126373
2032,"RFCMc","Coal",0.0588830287317671
2033,"RFCMc","Coal",0.0840631738508969
2034,"RFCMc","Coal",0.109243318970027
2035,"RFCMc","Coal",0.134423464089157
2036,"RFCMc","Coal",0.125637678984035
2037,"RFCMc","Coal",0.116851893878914
2038,"RFCMc","Coal",0.108066108773793
2039,"RFCMc","Coal",0.0992803236686716
2040,"RFCMc","Coal",0.0904945385635504
2041,"RFCMc","Coal",0.0821806651569429
2042,"RFCMc","Coal",0.0738667917503354
2043,"RFCMc","Coal",0.0655529183437279
2044,"RFCMc","Coal",0.0572390449371204
2045,"RFCMc","Coal",0.0489251715305129
2046,"RFCMc","Coal",0.0391588736750855
2047,"RFCMc","Coal",0.0293925758196581
2048,"RFCMc","Coal",0.0196262779642307
2049,"RFCMc","Coal",0.00985998010880333
2050,"RFCMc","Coal",9.36822533759515e-05
2022,"RFCWc","Coal",0.490777580205764
2023,"RFCWc","Coal",0.490777580205764
2024,"RFCWc","Coal",0.490777580205764
2025,"RFCWc","Coal",0.445073739112712
2026,"RFCWc","Coal",0.39936989801966
2027,"RFCWc","Coal",0.284724430682311
2028,"RFCWc","Coal",0.170078963344963
2029,"RFCWc","Coal",0.174292952984061
2030,"RFCWc","Coal",0.178506942623159
2031,"RFCWc","Coal",0.155619846165538
2032,"RFCWc","Coal",0.132732749707917
2033,"RFCWc","Coal",0.109845653250296
2034,"RFCWc","Coal",0.0869585567926744
2035,"RFCWc","Coal",0.0640714603350532
2036,"RFCWc","Coal",0.0759991807442015
2037,"RFCWc","Coal",0.0879269011533498
2038,"RFCWc","Coal",0.0998546215624981
2039,"RFCWc","Coal",0.111782341971646
2040,"RFCWc","Coal",0.123710062380795
2041,"RFCWc","Coal",0.113576357498232
2042,"RFCWc","Coal",0.103442652615669
2043,"RFCWc","Coal",0.0933089477331063
2044,"RFCWc","Coal",0.0831752428505435
2045,"RFCWc","Coal",0.0730415379679806
2046,"RFCWc","Coal",0.0628198415196629
2047,"RFCWc","Coal",0.0525981450713451
2048,"RFCWc","Coal",0.0423764486230274
2049,"RFCWc","Coal",0.0321547521747097
2050,"RFCWc","Coal",0.0219330557263919
2022,"RMPAc","Coal",0.40792201552133
2023,"RMPAc","Coal",0.40792201552133
2024,"RMPAc","Coal",0.40792201552133
2025,"RMPAc","Coal",0.584183144134332
2026,"RMPAc","Coal",0.760444272747334
2027,"RMPAc","Coal",0.796534005987075
2028,"RMPAc","Coal",0.832623739226816
2029,"RMPAc","Coal",0.416311869613408
2030,"RMPAc","Coal",0
2031,"RMPAc","Coal",0.0998953025147252
2032,"RMPAc","Coal",0.19979060502945
2033,"RMPAc","Coal",0.299685907544175
2034,"RMPAc","Coal",0.399581210058901
2035,"RMPAc","Coal",0.499476512573626
2036,"RMPAc","Coal",0.539794913952357
2037,"RMPAc","Coal",0.580113315331088
2038,"RMPAc","Coal",0.620431716709819
2039,"RMPAc","Coal",0.66075011808855
2040,"RMPAc","Coal",0.701068519467281
2041,"RMPAc","Coal",0.713403184498807
2042,"RMPAc","Coal",0.725737849530334
2043,"RMPAc","Coal",0.73807251456186
2044,"RMPAc","Coal",0.750407179593387
2045,"RMPAc","Coal",0.762741844624914
2046,"RMPAc","Coal",0.628504590594888
2047,"RMPAc","Coal",0.494267336564863
2048,"RMPAc","Coal",0.360030082534837
2049,"RMPAc","Coal",0.225792828504812
2050,"RMPAc","Coal",0.0915555744747862
2022,"SPNOc","Coal",0
2023,"SPNOc","Coal",0
2024,"SPNOc","Coal",0
2025,"SPNOc","Coal",0.00722098682540462
2026,"SPNOc","Coal",0.0144419736508092
2027,"SPNOc","Coal",0.00722098682540462
2028,"SPNOc","Coal",0
2029,"SPNOc","Coal",0.0156265542407995
2030,"SPNOc","Coal",0.031253108481599
2031,"SPNOc","Coal",0.0363729175772477
2032,"SPNOc","Coal",0.0414927266728963
2033,"SPNOc","Coal",0.046612535768545
2034,"SPNOc","Coal",0.0517323448641936
2035,"SPNOc","Coal",0.0568521539598423
2036,"SPNOc","Coal",0.0552555554887175
2037,"SPNOc","Coal",0.0536589570175927
2038,"SPNOc","Coal",0.0520623585464679
2039,"SPNOc","Coal",0.0504657600753431
2040,"SPNOc","Coal",0.0488691616042183
2041,"SPNOc","Coal",0.0542816500446986
2042,"SPNOc","Coal",0.059694138485179
2043,"SPNOc","Coal",0.0651066269256593
2044,"SPNOc","Coal",0.0705191153661397
2045,"SPNOc","Coal",0.07593160380662
2046,"SPNOc","Coal",0.0727802844622165
2047,"SPNOc","Coal",0.069628965117813
2048,"SPNOc","Coal",0.0664776457734095
2049,"SPNOc","Coal",0.063326326429006
2050,"SPNOc","Coal",0.0601750070846025
2022,"SPSOc","Coal",0.00576937216279711
2023,"SPSOc","Coal",0.00576937216279711
2024,"SPSOc","Coal",0.00576937216279711
2025,"SPSOc","Coal",0.0261199812679314
2026,"SPSOc","Coal",0.0464705903730657
2027,"SPSOc","Coal",0.523235295186533
2028,"SPSOc","Coal",1
2029,"SPSOc","Coal",0.500649532218254
2030,"SPSOc","Coal",0.00129906443650845
2031,"SPSOc","Coal",0.00146106890074865
2032,"SPSOc","Coal",0.00162307336498886
2033,"SPSOc","Coal",0.00178507782922907
2034,"SPSOc","Coal",0.00194708229346928
2035,"SPSOc","Coal",0.00210908675770949
2036,"SPSOc","Coal",0.00293234867554742
2037,"SPSOc","Coal",0.00375561059338536
2038,"SPSOc","Coal",0.00457887251122329
2039,"SPSOc","Coal",0.00540213442906122
2040,"SPSOc","Coal",0.00622539634689916
2041,"SPSOc","Coal",0.00728240962012811
2042,"SPSOc","Coal",0.00833942289335706
2043,"SPSOc","Coal",0.00939643616658602
2044,"SPSOc","Coal",0.010453449439815
2045,"SPSOc","Coal",0.0115104627130439
2046,"SPSOc","Coal",0.0110154999092249
2047,"SPSOc","Coal",0.0105205371054059
2048,"SPSOc","Coal",0.0100255743015869
2049,"SPSOc","Coal",0.00953061149776788
2050,"SPSOc","Coal",0.00903564869394886
2022,"SRMVc","Coal",0.279507098344105
2023,"SRMVc","Coal",0.279507098344105
2024,"SRMVc","Coal",0.279507098344105
2025,"SRMVc","Coal",0.139753549172053
2026,"SRMVc","Coal",0
2027,"SRMVc","Coal",0.018600023151483
2028,"SRMVc","Coal",0.037200046302966
2029,"SRMVc","Coal",0.0455395157949776
2030,"SRMVc","Coal",0.0538789852869892
2031,"SRMVc","Coal",0.0633888446139268
2032,"SRMVc","Coal",0.0728987039408644
2033,"SRMVc","Coal",0.082408563267802
