"","year","region","pollutant","factor","se","r2","int","warn"
"1",2018,"FRCC","so2",2.83071021284357,0.045896313051508,0.302815454456545,-1.37548543371164,0
"2",2018,"FRCC","nox",0.655355778655972,0.00576610096255696,0.59595561521714,-0.324990813105016,0
"3",2018,"FRCC","pm25",4.21271108347594,0.00398103364878112,0.992239498305808,0.125497692028891,0
"4",2018,"FRCC","co2",18.782003759663,0.0259241236719068,0.983588707063401,-2.26170995516783,0
"5",2018,"MRO","so2",13.763780146778,0.132649411088367,0.551429826649193,-8.54482828009929,0
"6",2018,"MRO","nox",4.7095368596069,0.021396576538973,0.846901771710904,-1.58040495696296,0
"7",2018,"MRO","pm25",5.65847975631419,0.0159120803059305,0.935229461021861,1.25120426193257,0
"8",2018,"MRO","co2",31.0061387219327,0.0514826990614441,0.97642397312902,-2.49755489339477,0
"9",2018,"NPCC","so2",2.31315657744109,0.0802443860998669,0.0866581040883987,-51.3607808028409,0
"10",2018,"NPCC","nox",2.39144312123943,0.054258424310204,0.181542033687634,-10.7685766828983,0
"11",2018,"NPCC","pm25",10.0753983340691,0.0208413947505608,0.963879256300927,-0.456946064094272,0
"12",2018,"NPCC","co2",17.9871039783365,0.0303775457057859,0.975629045567022,-10.7895024385576,0
"13",2018,"RFC","so2",16.4765579624223,0.193045960416372,0.454081846535039,-46.9088935721971,0
"14",2018,"RFC","nox",3.43955990110197,0.0233884057954481,0.711769563242173,-7.14028214151768,0
"15",2018,"RFC","pm25",10.0998212660269,0.0288995451759307,0.933091137797205,-8.57003680991443,0
"16",2018,"RFC","co2",25.8484043050751,0.0321915705117493,0.986598231029341,-25.8008435862816,0
"17",2018,"SERC","so2",8.82218134346042,0.0674014188037283,0.661725671796375,-10.6754887409562,0
"18",2018,"SERC","nox",1.62004990561224,0.0109702525803273,0.713476107449364,-3.667217844093,0
"19",2018,"SERC","pm25",4.71465148697115,0.00474907472410141,0.991191914769472,-2.47546512373474,0
"20",2018,"SERC","co2",25.1419161559068,0.0287781720016901,0.988655649048997,-17.9168972419126,0
"21",2018,"SPP","so2",8.99805261738591,0.0763122281942043,0.613521172123891,-8.95620503718627,0
"22",2018,"SPP","nox",1.99301974310267,0.0125540590971435,0.742117113256009,-0.130087072500194,0
"23",2018,"SPP","pm25",2.20542007705863,0.00812813045180012,0.893686411394811,-0.567494171075566,0
"24",2018,"SPP","co2",26.2454586363966,0.0437176701508007,0.976276249385308,-6.35620922563576,0
"25",2018,"TRE","so2",8.7721950973647,0.0960669385955382,0.487720320278863,-9.45851459974261,0
"26",2018,"TRE","nox",0.771309192535246,0.00586957890844413,0.663490912952817,-0.488333655006588,0
"27",2018,"TRE","pm25",2.35727720863548,0.00985898344106651,0.867155153799804,-1.05007697842557,0
"28",2018,"TRE","co2",22.2040717709857,0.0445097035903597,0.96600398454409,-9.69073182405655,0
"29",2018,"WECC","so2",1.50755373687851,0.0307626826223744,0.215203492102355,1.69919551739421,0
"30",2018,"WECC","nox",0.566781932421206,0.00598606818968103,0.505838937690669,0.252224151231018,0
"31",2018,"WECC","pm25",2.09885689203291,0.00982891877353809,0.838879637548549,-0.0789150045052334,0
"32",2018,"WECC","co2",21.8504072819247,0.0354057424385752,0.977521891074685,4.6740159383856,0
