"Year","Cambium.GEA","Source","Fraction"
2023,"NWPPc","Coal",0.138357324150956
2024,"NWPPc","Coal",0.138357324150956
2025,"NWPPc","Coal",0.120370700970848
2026,"NWPPc","Coal",0.102384077790741
2027,"NWPPc","Coal",0.0911981848208695
2028,"NWPPc","Coal",0.080012291850998
2029,"NWPPc","Coal",0.0757574740793773
2030,"NWPPc","Coal",0.0715026563077565
2031,"NWPPc","Coal",0.0679866567214989
2032,"NWPPc","Coal",0.0644706571352412
2033,"NWPPc","Coal",0.0609546575489836
2034,"NWPPc","Coal",0.0574386579627259
2035,"NWPPc","Coal",0.0539226583764683
2036,"NWPPc","Coal",0.0512103838252674
2037,"NWPPc","Coal",0.0484981092740664
2038,"NWPPc","Coal",0.0457858347228655
2039,"NWPPc","Coal",0.0430735601716646
2040,"NWPPc","Coal",0.0403612856204636
2041,"NWPPc","Coal",0.0382533041753443
2042,"NWPPc","Coal",0.036145322730225
2043,"NWPPc","Coal",0.0340373412851057
2044,"NWPPc","Coal",0.0319293598399863
2045,"NWPPc","Coal",0.029821378394867
2046,"NWPPc","Coal",0.0280431646687905
2047,"NWPPc","Coal",0.0262649509427139
2048,"NWPPc","Coal",0.0244867372166374
2049,"NWPPc","Coal",0.0227085234905608
2050,"NWPPc","Coal",0.0209303097644843
2022,"NYSTc","Coal",0.0114583279667516
2023,"NYSTc","Coal",0.0114583279667516
2024,"NYSTc","Coal",0.0114583279667516
2025,"NYSTc","Coal",0.00867858085748966
2026,"NYSTc","Coal",0.00589883374822777
2027,"NYSTc","Coal",0.00465290048980678
2028,"NYSTc","Coal",0.00340696723138579
2029,"NYSTc","Coal",0.00279312575613217
2030,"NYSTc","Coal",0.00217928428087854
2031,"NYSTc","Coal",0.00174342742470283
2032,"NYSTc","Coal",0.00130757056852712
2033,"NYSTc","Coal",0.000871713712351416
2034,"NYSTc","Coal",0.000435856856175708
2035,"NYSTc","Coal",0
2036,"NYSTc","Coal",0
2037,"NYSTc","Coal",0
2038,"NYSTc","Coal",0
2039,"NYSTc","Coal",0
2040,"NYSTc","Coal",0
2041,"NYSTc","Coal",0
2042,"NYSTc","Coal",0
2043,"NYSTc","Coal",0
2044,"NYSTc","Coal",0
2045,"NYSTc","Coal",0
2046,"NYSTc","Coal",0
2047,"NYSTc","Coal",0
2048,"NYSTc","Coal",0
2049,"NYSTc","Coal",0
2050,"NYSTc","Coal",0
2022,"RFCEc","Coal",0.0428284559499615
2023,"RFCEc","Coal",0.0428284559499615
2024,"RFCEc","Coal",0.0428284559499615
2025,"RFCEc","Coal",0.0376117975297932
2026,"RFCEc","Coal",0.0323951391096249
2027,"RFCEc","Coal",0.0267629206200519
2028,"RFCEc","Coal",0.021130702130479
2029,"RFCEc","Coal",0.0203773927239648
2030,"RFCEc","Coal",0.0196240833174506
2031,"RFCEc","Coal",0.0192696735489945
2032,"RFCEc","Coal",0.0189152637805384
2033,"RFCEc","Coal",0.0185608540120823
2034,"RFCEc","Coal",0.0182064442436261
2035,"RFCEc","Coal",0.01785203447517
2036,"RFCEc","Coal",0.0164857186719127
2037,"RFCEc","Coal",0.0151194028686554
2038,"RFCEc","Coal",0.0137530870653981
2039,"RFCEc","Coal",0.0123867712621408
2040,"RFCEc","Coal",0.0110204554588834
2041,"RFCEc","Coal",0.0104380096464244
2042,"RFCEc","Coal",0.00985556383396529
2043,"RFCEc","Coal",0.00927311802150622
2044,"RFCEc","Coal",0.00869067220904715
2045,"RFCEc","Coal",0.00810822639658807
2046,"RFCEc","Coal",0.00698088306615644
2047,"RFCEc","Coal",0.00585353973572481
2048,"RFCEc","Coal",0.00472619640529318
2049,"RFCEc","Coal",0.00359885307486155
2050,"RFCEc","Coal",0.00247150974442992
2022,"RFCMc","Coal",0.29053881329952
2023,"RFCMc","Coal",0.29053881329952
2024,"RFCMc","Coal",0.29053881329952
2025,"RFCMc","Coal",0.235612601988625
2026,"RFCMc","Coal",0.18068639067773
2027,"RFCMc","Coal",0.156235749833352
2028,"RFCMc","Coal",0.131785108988974
2029,"RFCMc","Coal",0.109676660471965
2030,"RFCMc","Coal",0.0875682119549558
2031,"RFCMc","Coal",0.0780883181715806
2032,"RFCMc","Coal",0.0686084243882055
2033,"RFCMc","Coal",0.0591285306048304
2034,"RFCMc","Coal",0.0496486368214552
2035,"RFCMc","Coal",0.0401687430380801
2036,"RFCMc","Coal",0.0382685300314643
2037,"RFCMc","Coal",0.0363683170248485
2038,"RFCMc","Coal",0.0344681040182327
2039,"RFCMc","Coal",0.032567891011617
2040,"RFCMc","Coal",0.0306676780050012
2041,"RFCMc","Coal",0.0303905410103408
2042,"RFCMc","Coal",0.0301134040156803
2043,"RFCMc","Coal",0.0298362670210199
2044,"RFCMc","Coal",0.0295591300263595
2045,"RFCMc","Coal",0.0292819930316991
2046,"RFCMc","Coal",0.0234370868396016
2047,"RFCMc","Coal",0.0175921806475042
2048,"RFCMc","Coal",0.0117472744554067
2049,"RFCMc","Coal",0.00590236826330927
2050,"RFCMc","Coal",5.74620712118229e-05
2022,"RFCWc","Coal",0.289787897904184
2023,"RFCWc","Coal",0.289787897904184
2024,"RFCWc","Coal",0.289787897904184
2025,"RFCWc","Coal",0.274197874062708
2026,"RFCWc","Coal",0.258607850221233
2027,"RFCWc","Coal",0.203084340590819
2028,"RFCWc","Coal",0.147560830960406
2029,"RFCWc","Coal",0.12612368350877
