GISJOIN,YEAR,STUSAB,STATE,STATEA,PUMAA,GEOID,NAME_E,AJZAE001,NAME_M,AJZAM001
GIS Join Match Code,Data File Year,State Postal Abbreviation,State Name,State Code,Public Use Microdata Area Code,Census Geographic Identifier,Estimates: Area Name,Estimates: Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Margins of error: Area Name,Margins of error: Median household income in the past 12 months (in 2018 inflation-adjusted dollars)
G01000100,2014-2018,AL,Alabama,1,100,79500US0100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",44779,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",1317
G01000200,2014-2018,AL,Alabama,1,200,79500US0100200,"Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA, Alabama",64779,"Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA, Alabama",2670
G01000301,2014-2018,AL,Alabama,1,301,79500US0100301,"Huntsville (North) & Madison (East) Cities PUMA, Alabama",62399,"Huntsville (North) & Madison (East) Cities PUMA, Alabama",1595
G01000302,2014-2018,AL,Alabama,1,302,79500US0100302,"Huntsville City (Central & South) PUMA, Alabama",52811,"Huntsville City (Central & South) PUMA, Alabama",1814
G01000400,2014-2018,AL,Alabama,1,400,79500US0100400,"DeKalb & Jackson Counties PUMA, Alabama",39499,"DeKalb & Jackson Counties PUMA, Alabama",1447
G01000500,2014-2018,AL,Alabama,1,500,79500US0100500,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",50823,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",1289
G01000600,2014-2018,AL,Alabama,1,600,79500US0100600,"Morgan & Lawrence Counties--Decatur City PUMA, Alabama",48330,"Morgan & Lawrence Counties--Decatur City PUMA, Alabama",1585
G01000700,2014-2018,AL,Alabama,1,700,79500US0100700,"Cullman & Winston Counties PUMA, Alabama",41732,"Cullman & Winston Counties PUMA, Alabama",1134
G01000800,2014-2018,AL,Alabama,1,800,79500US0100800,"St. Clair & Blount Counties PUMA, Alabama",52759,"St. Clair & Blount Counties PUMA, Alabama",1491
G01000900,2014-2018,AL,Alabama,1,900,79500US0100900,"Etowah County PUMA, Alabama",44023,"Etowah County PUMA, Alabama",1776
G01001000,2014-2018,AL,Alabama,1,1000,79500US0101000,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA; Alabama",41012,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA; Alabama",1017
G01001100,2014-2018,AL,Alabama,1,1100,79500US0101100,"Calhoun County PUMA, Alabama",45197,"Calhoun County PUMA, Alabama",1578
G01001200,2014-2018,AL,Alabama,1,1200,79500US0101200,"Shelby County PUMA, Alabama",75761,"Shelby County PUMA, Alabama",1348
G01001301,2014-2018,AL,Alabama,1,1301,79500US0101301,"Birmingham City (West) PUMA, Alabama",30275,"Birmingham City (West) PUMA, Alabama",885
G01001302,2014-2018,AL,Alabama,1,1302,79500US0101302,"Birmingham City (East) PUMA, Alabama",36070,"Birmingham City (East) PUMA, Alabama",1500
G01001303,2014-2018,AL,Alabama,1,1303,79500US0101303,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA; Alabama",78184,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA; Alabama",1650
G01001304,2014-2018,AL,Alabama,1,1304,79500US0101304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA; Alabama",57311,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA; Alabama",1662
G01001305,2014-2018,AL,Alabama,1,1305,79500US0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama",54217,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama",1580
G01001400,2014-2018,AL,Alabama,1,1400,79500US0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",39850,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",1197
G01001500,2014-2018,AL,Alabama,1,1500,79500US0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",61977,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",2327
G01001600,2014-2018,AL,Alabama,1,1600,79500US0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",42488,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",1909
G01001700,2014-2018,AL,Alabama,1,1700,79500US0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",30859,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",1133
G01001800,2014-2018,AL,Alabama,1,1800,79500US0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",42076,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",1547
G01001900,2014-2018,AL,Alabama,1,1900,79500US0101900,"Lee County--Auburn City PUMA, Alabama",48056,"Lee County--Auburn City PUMA, Alabama",1506
G01002000,2014-2018,AL,Alabama,1,2000,79500US0102000,"Montgomery City & Pike Road Town (North) PUMA, Alabama",46363,"Montgomery City & Pike Road Town (North) PUMA, Alabama",1517
G01002100,2014-2018,AL,Alabama,1,2100,79500US0102100,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",56862,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",2037
G01002200,2014-2018,AL,Alabama,1,2200,79500US0102200,"Southwest Alabama PUMA, Alabama",34209,"Southwest Alabama PUMA, Alabama",1317
G01002300,2014-2018,AL,Alabama,1,2300,79500US0102300,"Coffee, Covington, Butler & Crenshaw Counties PUMA; Alabama",45431,"Coffee, Covington, Butler & Crenshaw Counties PUMA; Alabama",1314
G01002400,2014-2018,AL,Alabama,1,2400,79500US0102400,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA; Alabama",36762,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA; Alabama",1198
G01002500,2014-2018,AL,Alabama,1,2500,79500US0102500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA; Alabama",44693,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA; Alabama",995
G01002600,2014-2018,AL,Alabama,1,2600,79500US0102600,"Baldwin County PUMA, Alabama",55962,"Baldwin County PUMA, Alabama",1204
G01002701,2014-2018,AL,Alabama,1,2701,79500US0102701,"Mobile City (East) PUMA, Alabama",32170,"Mobile City (East) PUMA, Alabama",1374
G01002702,2014-2018,AL,Alabama,1,2702,79500US0102702,"Mobile City (West) PUMA, Alabama",46542,"Mobile City (West) PUMA, Alabama",2317
G01002703,2014-2018,AL,Alabama,1,2703,79500US0102703,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City PUMA; Alabama",55250,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City PUMA; Alabama",1907
G02000101,2014-2018,AK,Alaska,2,101,79500US0200101,"Anchorage Municipality (North) PUMA, Alaska",74484,"Anchorage Municipality (North) PUMA, Alaska",2185
G02000102,2014-2018,AK,Alaska,2,102,79500US0200102,"Anchorage Municipality (South) PUMA, Alaska",90381,"Anchorage Municipality (South) PUMA, Alaska",2520
G02000200,2014-2018,AK,Alaska,2,200,79500US0200200,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, Alaska",71819,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, Alaska",1594
G02000300,2014-2018,AK,Alaska,2,300,79500US0200300,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA; Alaska",78582,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA; Alaska",2307
G02000400,2014-2018,AK,Alaska,2,400,79500US0200400,"Subsistence Alaska PUMA, Alaska",61986,"Subsistence Alaska PUMA, Alaska",1307
G04000100,2014-2018,AZ,Arizona,4,100,79500US0400100,"Maricopa County--Gilbert (South) & Queen Creek Towns PUMA, Arizona",100595,"Maricopa County--Gilbert (South) & Queen Creek Towns PUMA, Arizona",2587
G04000101,2014-2018,AZ,Arizona,4,101,79500US0400101,"Maricopa County--Mesa City (East) PUMA, Arizona",63260,"Maricopa County--Mesa City (East) PUMA, Arizona",1246
G04000102,2014-2018,AZ,Arizona,4,102,79500US0400102,"Maricopa County--Mesa City (North Central) PUMA, Arizona",58649,"Maricopa County--Mesa City (North Central) PUMA, Arizona",1484
G04000103,2014-2018,AZ,Arizona,4,103,79500US0400103,"Maricopa County--Mesa City (West) PUMA, Arizona",41800,"Maricopa County--Mesa City (West) PUMA, Arizona",1290
G04000104,2014-2018,AZ,Arizona,4,104,79500US0400104,"Maricopa County--Mesa City (South Central) PUMA, Arizona",48051,"Maricopa County--Mesa City (South Central) PUMA, Arizona",1155
G04000105,2014-2018,AZ,Arizona,4,105,79500US0400105,"Maricopa County--Gilbert Town (North) PUMA, Arizona",86596,"Maricopa County--Gilbert Town (North) PUMA, Arizona",1947
G04000106,2014-2018,AZ,Arizona,4,106,79500US0400106,"Maricopa County--Chandler City (Northeast) PUMA, Arizona",65395,"Maricopa County--Chandler City (Northeast) PUMA, Arizona",1783
G04000107,2014-2018,AZ,Arizona,4,107,79500US0400107,"Maricopa County--Chandler City (South) PUMA, Arizona",91132,"Maricopa County--Chandler City (South) PUMA, Arizona",2082
G04000108,2014-2018,AZ,Arizona,4,108,79500US0400108,"Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA, Arizona",75861,"Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA, Arizona",2071
G04000109,2014-2018,AZ,Arizona,4,109,79500US0400109,"Maricopa County--Tempe City (North) PUMA, Arizona",43293,"Maricopa County--Tempe City (North) PUMA, Arizona",1821
G04000110,2014-2018,AZ,Arizona,4,110,79500US0400110,"Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA, Arizona",75584,"Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA, Arizona",2288
G04000111,2014-2018,AZ,Arizona,4,111,79500US0400111,"Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA, Arizona",84965,"Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA, Arizona",2444
G04000112,2014-2018,AZ,Arizona,4,112,79500US0400112,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA; Arizona",111454,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA; Arizona",3987
G04000113,2014-2018,AZ,Arizona,4,113,79500US0400113,"Phoenix City (Northeast) PUMA, Arizona",76246,"Phoenix City (Northeast) PUMA, Arizona",2640
G04000114,2014-2018,AZ,Arizona,4,114,79500US0400114,"Phoenix City (Northeast Central) PUMA, Arizona",55434,"Phoenix City (Northeast Central) PUMA, Arizona",1635
G04000115,2014-2018,AZ,Arizona,4,115,79500US0400115,"Phoenix City (Northwest Central) PUMA, Arizona",49241,"Phoenix City (Northwest Central) PUMA, Arizona",2158
G04000116,2014-2018,AZ,Arizona,4,116,79500US0400116,"Phoenix City (Uptown) PUMA, Arizona",45704,"Phoenix City (Uptown) PUMA, Arizona",1746
G04000117,2014-2018,AZ,Arizona,4,117,79500US0400117,"Phoenix City (East) PUMA, Arizona",52611,"Phoenix City (East) PUMA, Arizona",1722
G04000118,2014-2018,AZ,Arizona,4,118,79500US0400118,"Phoenix City--Downtown & Sky Harbor International Airport PUMA, Arizona",39060,"Phoenix City--Downtown & Sky Harbor International Airport PUMA, Arizona",1714
G04000119,2014-2018,AZ,Arizona,4,119,79500US0400119,"Phoenix City (South) PUMA, Arizona",45896,"Phoenix City (South) PUMA, Arizona",1727
G04000120,2014-2018,AZ,Arizona,4,120,79500US0400120,"Phoenix City--Ahwatukee & South Mountain PUMA, Arizona",83545,"Phoenix City--Ahwatukee & South Mountain PUMA, Arizona",2123
G04000121,2014-2018,AZ,Arizona,4,121,79500US0400121,"Phoenix (Southwest) & Tolleson Cities PUMA, Arizona",56556,"Phoenix (Southwest) & Tolleson Cities PUMA, Arizona",1975
G04000122,2014-2018,AZ,Arizona,4,122,79500US0400122,"Phoenix City--Maryvale (East) PUMA, Arizona",33273,"Phoenix City--Maryvale (East) PUMA, Arizona",2575
G04000123,2014-2018,AZ,Arizona,4,123,79500US0400123,"Phoenix City--Maryvale (West) PUMA, Arizona",44450,"Phoenix City--Maryvale (West) PUMA, Arizona",1692
G04000124,2014-2018,AZ,Arizona,4,124,79500US0400124,"Maricopa County--Glendale City (South) PUMA, Arizona",41201,"Maricopa County--Glendale City (South) PUMA, Arizona",1289
G04000125,2014-2018,AZ,Arizona,4,125,79500US0400125,"Phoenix City (West) PUMA, Arizona",46457,"Phoenix City (West) PUMA, Arizona",1510
G04000126,2014-2018,AZ,Arizona,4,126,79500US0400126,"Maricopa County--Glendale City (North) PUMA, Arizona",63305,"Maricopa County--Glendale City (North) PUMA, Arizona",1245
G04000127,2014-2018,AZ,Arizona,4,127,79500US0400127,"Maricopa County--Peoria City (South & Central) PUMA, Arizona",63258,"Maricopa County--Peoria City (South & Central) PUMA, Arizona",1941
G04000128,2014-2018,AZ,Arizona,4,128,79500US0400128,"Phoenix City (North) PUMA, Arizona",70522,"Phoenix City (North) PUMA, Arizona",2909
G04000129,2014-2018,AZ,Arizona,4,129,79500US0400129,"Phoenix (Far North) & Peoria (Northwest) Cities PUMA, Arizona",90268,"Phoenix (Far North) & Peoria (Northwest) Cities PUMA, Arizona",3096
G04000130,2014-2018,AZ,Arizona,4,130,79500US0400130,"Maricopa County--El Mirage City & Sun City PUMA, Arizona",44804,"Maricopa County--El Mirage City & Sun City PUMA, Arizona",1201
G04000131,2014-2018,AZ,Arizona,4,131,79500US0400131,"Maricopa County--Surprise City (Central) PUMA, Arizona",67080,"Maricopa County--Surprise City (Central) PUMA, Arizona",2441
G04000132,2014-2018,AZ,Arizona,4,132,79500US0400132,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA; Arizona",82895,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA; Arizona",2650
G04000133,2014-2018,AZ,Arizona,4,133,79500US0400133,"Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities PUMA, Arizona",61769,"Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities PUMA, Arizona",2511
G04000134,2014-2018,AZ,Arizona,4,134,79500US0400134,"Maricopa County (West) & Gila River Indian Community (Northwest) PUMA, Arizona",63939,"Maricopa County (West) & Gila River Indian Community (Northwest) PUMA, Arizona",1362
G04000201,2014-2018,AZ,Arizona,4,201,79500US0400201,"Pima County (West) PUMA, Arizona",45896,"Pima County (West) PUMA, Arizona",1822
G04000202,2014-2018,AZ,Arizona,4,202,79500US0400202,"Tucson (West) & Marana Cities PUMA, Arizona",59041,"Tucson (West) & Marana Cities PUMA, Arizona",1828
G04000203,2014-2018,AZ,Arizona,4,203,79500US0400203,"Pima County (North Central)--Oro Valley Town PUMA, Arizona",67483,"Pima County (North Central)--Oro Valley Town PUMA, Arizona",1484
G04000204,2014-2018,AZ,Arizona,4,204,79500US0400204,"Pima County (Northeast) PUMA, Arizona",74345,"Pima County (Northeast) PUMA, Arizona",2296
G04000205,2014-2018,AZ,Arizona,4,205,79500US0400205,"Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town PUMA, Arizona",70821,"Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town PUMA, Arizona",1447
G04000206,2014-2018,AZ,Arizona,4,206,79500US0400206,"Tucson City (Northeast) PUMA, Arizona",40626,"Tucson City (Northeast) PUMA, Arizona",1070
G04000207,2014-2018,AZ,Arizona,4,207,79500US0400207,"Tucson City (Northwest) PUMA, Arizona",31315,"Tucson City (Northwest) PUMA, Arizona",839
G04000208,2014-2018,AZ,Arizona,4,208,79500US0400208,"Tucson City (South) PUMA, Arizona",32613,"Tucson City (South) PUMA, Arizona",1249
G04000209,2014-2018,AZ,Arizona,4,209,79500US0400209,"Tucson City (Southeast) PUMA, Arizona",44304,"Tucson City (Southeast) PUMA, Arizona",1261
G04000300,2014-2018,AZ,Arizona,4,300,79500US0400300,"Navajo & Apache Counties PUMA, Arizona",37256,"Navajo & Apache Counties PUMA, Arizona",989
G04000400,2014-2018,AZ,Arizona,4,400,79500US0400400,"Coconino County--Flagstaff City PUMA, Arizona",57616,"Coconino County--Flagstaff City PUMA, Arizona",1629
G04000500,2014-2018,AZ,Arizona,4,500,79500US0400500,"Yavapai County PUMA, Arizona",50180,"Yavapai County PUMA, Arizona",1188
