fips
01003
01001
01008
01000
01012
01007
01002
01012
01007
01010
01011
01005
01009
01006
01011
01007
01008
01008
01010
01005
01000
01012
01000
01008
01008
01010
01005
01004
01002
01006
01002
01001
01012
01003
01009
01004
01006
01003
01002
01009
01009
01002
01004
01011
01005
01000
01004
01010
01011
01001
01007
01013
01010
01001
01005
01007
01006
01011
01000
01003
01012
01006
01009
01003
01004
01013
01001
05011
05009
05012
05003
05014
05000
05005
05008
05010
05004
05013
05012
05006
05011
05014
05006
05005
05014
05003
05013
05004
05007
05005
05013
05014
05013
05000
05011
05010
05000
05009
05012
05001
05007
05004
05002
05002
05006
05008
05002
05003
05005
05006
05001
05008
05012
05001
05011
05009
05012
05005
05008
05001
05001
05004
05002
05000
05009
05007
05014
05008
05007
05004
05006
05002
05003
05003
05010
05010
05011
05013
05007
05000
05010
05009
04001
04001
04002
04002
04002
04000
04001
04000
04001
04000
04000
04000
04001
04001
04002
06011
06002
06008
06007
06007
06007
06006
06005
06003
06001
06006
06009
06004
06005
06006
06008
06008
06000
06010
06008
06003
06010
06000
06007
06002
06005
06010
06001
06001
06003
06001
06009
06003
06009
06007
06006
06004
06005
06002
06004
06006
06011
06008
06009
06005
06011
06002
06000
06002
06010
06001
06004
06000
06004
06009
06003
06010
06000
08003
08001
08007
08000
08001
08000
08004
08005
08012
08010
08007
08010
08001
08003
08006
08000
08004
08009
08002
08002
08008
08010
08005
08007
08004
08003
08008
08011
08009
08006
08008
08003
08000
08011
08002
08002
08010
08010
08007
08012
08001
08004
08006
08008
08006
08000
08011
08012
08008
08002
08009
08006
08003
08005
08005
08001
08004
08007
08009
08011
08009
08005
08011
08001
09000
09000
09000
09001
09000
09001
09001
09000
11000
10000
10000
10000
12009
12007
12011
12008
12001
12002
12005
12010
12002
12001
12009
12001
12011
12000
12007
12012
12009
12012
12003
12000
12001
12006
12003
12008
12008
12010
12011
12011
12010
12010
12012
12002
12003
12011
12005
12008
12009
12002
12001
12013
12006
12005
12009
12010
12000
12000
12005
12008
12006
12006
12004
12008
12007
12005
12004
12003
12003
12000
12004
12004
12013
12012
12012
12007
12004
12006
12007
13030
13015
13017
13012
13006
13012
13029
13011
13007
13008
13024
13013
13001
13007
13010
13029
13018
13022
13021
13015
13002
13005
13029
13011
13006
13004
13021
13015
13017
13015
13009
13031
13005
13012
13018
13011
13008
13028
13021
13010
13009
13009
13007
13024
13004
13008
13009
13024
13001
13006
13017
13025
13024
13027
13014
13029
13028
13005
13013
13003
13032
13003
13011
13002
13008
13022
13013
13023
13025
13017
13011
13010
13027
13014
13026
13002
13013
13031
13014
13017
