Measure Values,State,Upgrade Package Assignment,Measure Names
49904.29144,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
107162.724,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
246848.3845,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
44460.04679,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
107555.8653,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
85652.17347,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
96396.11879,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
67327.06951,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
99635.33427,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
175957.6622,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
124055.8545,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
58347.56444,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
127366.4762,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
91518.82474,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
68460.62542,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
102571.3802,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
187407.0946,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
202110.8981,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
74318.69927,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
49481.15879,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
205066.0519,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
183290.3648,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
95501.83245,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
86964.98735,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
42712.70963,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
53790.10402,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
147341.7962,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
71470.81028,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41836.6858,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
24191.11343,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
170180.969,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
95748.92329,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
67939.8673,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
117103.4036,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
92519.56224,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
136172.102,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
65886.8375,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
362629.8443,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
229946.1375,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
91400.47893,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
70642.73328,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
78460.19518,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
66467.37692,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
56635.63642,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
54057.40208,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
51732.96022,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
201073.2434,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
106295.055,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
63646.99336,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
105967.9436,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
105462.4305,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
64510.31899,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
52917.51313,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
130203.9503,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
180527.8368,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
81572.45526,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
54302.44942,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
148649.2328,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
70870.82606,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
130666.9136,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
92422.92339,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
52449.68351,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
44927.63196,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
55251.63745,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
39783.34414,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
34005.2491,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
145217.0485,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
52090.56409,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
96065.02754,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
105388.1562,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
74493.29096,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
72255.78963,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
126606.6318,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
80541.35192,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
53583.3632,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
38937.45733,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
65237.23532,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
30376.52371,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
86896.88281,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
52521.75312,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
113697.6098,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
125172.5123,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
70260.77615,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
28960.92635,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
28695.9643,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
75027.50945,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
40129.13698,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
33905.80578,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
35693.2272,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
30434.28959,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
101905.872,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
128336.0375,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
93522.81692,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
150497.5743,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
79603.19038,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
45959.90443,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
430572.4141,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
94424.79725,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
244367.2797,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
66784.49934,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
50796.31332,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
33798.39268,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
72551.74236,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
56643.76165,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
36730.6892,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
170728.8441,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
118435.9576,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
132715.6993,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
108747.1679,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
80324.09064,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
79913.81539,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
81472.89528,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
48270.03201,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
121771.7444,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
102433.7654,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
76975.48401,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
74330.35648,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
52262.98059,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
34434.49603,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
64131.96656,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
61804.97915,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
35948.42162,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
105055.8027,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
62998.91962,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
53543.21165,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
199107.4909,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
154387.5305,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
247863.365,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
134534.1776,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
64408.8163,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
69869.44213,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
34659.27794,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
74948.38199,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
36917.89919,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
34767.91306,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
50011.15285,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
53923.32092,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
67588.87947,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
56058.78833,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
40710.50172,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
26775.31423,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
107267.5544,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
55948.41192,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41904.20564,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
95833.15065,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
134155.0993,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
100594.9877,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
56980.99433,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
38651.92593,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
102740.9622,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
46215.62083,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
104844.6767,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
74143.49569,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
40525.85094,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
42318.4142,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
96830.35114,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
98003.33719,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
70699.26375,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
53616.66662,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
151954.682,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
95274.1683,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
64722.84421,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
48540.21462,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
58881.43972,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
45824.27389,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
31700.61162,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
26548.86606,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
67709.86392,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
53403.58092,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
35409.0828,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
33070.59349,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
30264.30798,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
38444.3557,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
36662.82434,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
110198.4764,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
88105.25102,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
42331.2256,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
107344.4454,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
97188.85543,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
61608.63691,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
90709.10873,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
141801.2018,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
75478.29669,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
69838.58289,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
30013.73991,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
120917.7147,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
103077.1891,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
75679.46747,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
49098.36062,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
70947.44077,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
249474.244,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
73933.1523,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
67151.34887,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
48692.26871,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
33042.37456,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
22597.05995,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
62931.36811,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
46105.62767,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
42889.69507,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
26958.98393,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
78475.7694,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
65978.86027,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41739.92221,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
74198.99823,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
103614.9687,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
130666.4658,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
68062.17191,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
47841.9256,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
50001.62006,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
42702.19964,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
29794.87859,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
21453.13496,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
38192.36607,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
146726.8375,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
56310.2501,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
82423.91843,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
53009.56484,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
36956.8915,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
122524.0585,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
70703.8617,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
75892.93332,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
56427.04321,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
57059.71243,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
54358.02122,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
55736.65199,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
37945.84038,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
29778.78497,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
25977.32552,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
57838.45067,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
46996.12567,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
36002.85541,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
29232.79955,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
40185.82306,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
24024.31541,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
58146.53663,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
52815.79775,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
132622.9964,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
145064.2001,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
59816.83937,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
31941.33171,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
87465.95322,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
64097.10129,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
50859.81772,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
53445.13443,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
75331.43171,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
63355.18399,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
80322.50825,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
50587.07755,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
41220.88496,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
33014.60567,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
53966.61256,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
74717.82863,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
34865.80034,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
46124.41438,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41256.78789,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
58511.51389,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
26923.13962,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
25738.13615,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
39030.67127,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
58244.84436,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
76286.89258,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
68744.20805,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
46953.11248,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
37865.36767,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
81049.50005,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
77955.6741,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
60256.4524,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
56091.69639,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
55895.38159,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
61402.42851,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
49527.89292,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
48528.3135,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
38070.46937,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
30233.59289,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
29234.48811,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
54217.16888,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
45056.0075,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
33177.65978,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
29820.75404,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
52457.45201,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
54957.92214,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
42378.258,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
29027.74478,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
88116.80241,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
77748.39436,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
52820.71745,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
50169.65641,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
96412.69129,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
79275.28486,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
58173.26652,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
55213.90834,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
49296.24332,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
44428.67951,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
103722.4021,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
96182.99846,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
75184.18358,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
37155.25211,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
83690.76182,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
54219.64278,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
42264.44397,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
32725.36313,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
29670.53448,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
59939.05858,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
49107.65646,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
42071.63662,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
35718.62086,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
57337.54358,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
58961.39301,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
32777.60197,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
108966.3488,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
61461.57415,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
73284.36383,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
103110.7257,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
82145.20254,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
29763.69114,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
61196.26644,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
71462.93451,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
33951.76513,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
41591.35929,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
42189.29552,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
28532.6446,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
30858.41315,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
33030.9698,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
52310.80526,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
118697.2536,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
62034.83655,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
47834.26157,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
54969.10776,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
43117.31157,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
28577.89727,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
24408.13697,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
48336.78649,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
40483.17714,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
35540.52909,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
20725.38763,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
92656.40705,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
94170.22751,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
52473.38232,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
