Measure Values,State,Upgrade Package Assignment,Measure Names
57178.6117,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
47946.84101,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
35015.35741,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
38160.55977,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
49523.36484,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
51972.16835,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
65310.5491,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
72874.77922,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
126862.1552,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
48936.9101,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
153451.4737,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
81969.82714,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41101.22723,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
36124.92193,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
89601.2497,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
87386.91428,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
60014.47107,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
54520.76056,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
99037.77155,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
71519.46323,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
54309.99885,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
97050.57839,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
111016.7555,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
69899.67843,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
77344.28977,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
68578.15477,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
55701.19125,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
38850.97475,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
31580.73797,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
62480.31674,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
60248.32125,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
40772.56091,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
30117.67325,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
151427.8352,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
82143.83052,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
144962.8327,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
98346.78058,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
212270.4072,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
78006.0258,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
80860.50255,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
86918.78846,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
59815.77023,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
57682.756,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
102236.2883,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
55379.45422,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
73397.16619,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
85717.42572,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
89172.2823,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
72193.0705,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
52430.18255,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
57596.84887,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41170.13281,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
42620.14169,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
72002.26364,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
58193.37468,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41040.43091,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
36939.98791,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
100960.8333,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
63609.38901,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
51893.84356,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
63673.94556,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
74757.87936,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
54239.84659,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
77118.29606,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
41647.95593,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
40896.2843,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
95583.39134,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
92401.15994,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
46741.32757,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
40366.36822,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
84038.86416,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
51549.2547,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
106776.4267,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
41305.28921,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
26627.4873,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
36610.95144,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
96052.84513,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
101913.8697,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
67124.10603,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
63936.51853,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
56302.83744,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
38806.94979,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
41971.70508,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
60887.46988,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
68312.19104,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
41747.32084,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
73201.9021,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
68428.55934,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
51867.35988,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
45396.60113,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
60882.16833,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
56972.84054,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
48364.20016,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
44622.29338,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
169689.38,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
50618.84662,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
46106.92748,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
36940.30812,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
35670.10545,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
54659.71942,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
48947.4597,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
40341.25743,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
39602.98405,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
105280.004,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
93793.39466,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
53581.11373,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
66415.37844,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
115438.0908,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
69451.16484,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
57850.85705,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
58705.62266,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
59873.4161,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
58460.38606,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
56552.39629,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
37132.29103,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
129454.6037,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
47436.34107,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
61707.76662,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
53172.72311,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
64622.41911,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
38596.49127,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
39371.40657,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
39281.28794,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
52853.87894,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
64108.63816,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
41987.00105,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
34052.24768,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
60724.62105,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
54252.64722,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41011.60852,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
40971.34559,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
59259.30172,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41055.5049,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
34789.04782,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
32416.24647,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
38017.29113,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
43040.56255,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
45081.31207,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
35317.07275,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
30651.4023,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
79758.63964,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
49375.81518,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
39147.5599,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
34003.45603,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
33676.98912,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
47004.00604,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
53786.79683,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
69301.21877,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41732.76621,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
68873.40383,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
53550.73675,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
28877.3619,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
42132.94916,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
63710.79662,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41442.24212,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
50246.03215,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
34679.35717,WA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
49776.13952,WA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
34167.66307,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
34367.12606,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
45084.63854,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
32366.15878,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
32730.00952,WA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
36939.77299,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
38948.6095,WA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
113826.3072,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
66959.27106,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
45143.26756,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
44091.62567,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
98641.55053,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
57278.98049,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
66024.36442,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
46127.09521,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
118079.4084,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
66941.85236,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
45464.86252,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
61794.25961,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
90388.54279,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
55517.72038,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41398.22655,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
35500.11167,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
46757.89343,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
41413.1201,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
32560.65566,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
209448.3765,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
113757.9542,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
128910.396,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
82421.78375,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
64132.76019,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
49861.92959,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
56858.74375,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
104649.0183,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
52581.00029,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
42646.06517,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
131160.7899,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
55104.99471,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
64720.68156,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
57660.01357,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
111121.9762,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
70229.59744,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
44693.25876,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
94782.41528,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
58062.36824,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
55727.98518,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
44026.15255,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
34529.44369,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
56611.25177,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
47784.7536,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
38242.1076,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
408475.3036,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
62992.83568,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
108101.5541,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
47085.37527,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
83793.09287,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
64277.7347,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
47392.70195,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
22856.6518,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
31169.78942,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
184557.5104,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
54185.18481,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
33434.46799,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
68381.36392,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
39036.82185,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
36869.37122,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
91128.78017,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
93324.63322,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
57665.26877,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
45310.55683,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
57785.44755,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
82682.41676,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
71586.89746,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
63622.24027,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
251201.1599,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
65235.41909,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
51794.33371,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
50406.19435,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
65953.50861,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
71211.7193,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
32848.57943,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
68173.62829,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
61490.98275,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
43497.45921,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
36983.92909,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
36846.59133,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
48697.09605,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
40020.48595,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
46302.71273,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
27071.97068,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
44354.15685,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
130695.3694,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
70602.65495,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
50013.71401,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
75210.1787,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
129929.5088,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
73736.76791,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
48975.73128,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
100451.5748,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
97887.04939,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
61102.99303,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
45974.83874,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
84623.29787,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
144158.2039,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
67680.70514,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
65713.16694,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
66872.53437,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
98493.24184,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
63780.56684,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
50947.50108,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
71993.55004,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
75780.66074,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
56489.67618,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
61169.91482,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
41710.37136,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
65069.48676,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
55791.79546,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
45627.54549,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
37343.20008,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
64864.95181,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
57518.36399,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
42547.19173,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
69573.99035,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
52194.02425,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
38181.05018,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
60877.31954,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
63887.40331,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
149761.311,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
107870.2582,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
50864.87667,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
51934.8632,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
229640.1751,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
94145.87148,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
72973.1792,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
51047.96047,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
42273.27308,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
75568.8207,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
58701.84777,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
42564.88126,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
38114.18151,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
93338.27097,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
79554.94546,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
56713.96219,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
41577.34002,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
51575.89009,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
51574.09841,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
47278.81412,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
43568.6597,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
62165.84346,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
36048.09267,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
35777.60372,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
27749.54199,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
68182.95058,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
42249.10371,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
56923.32622,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
47841.38861,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
104436.1966,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
31553.53997,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
40135.61889,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
35408.0209,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
51595.43094,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
54303.31043,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
52442.2803,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
54225.64508,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
78606.94724,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
94162.58036,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
51922.58117,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
44817.98134,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
87055.79975,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
77948.95635,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
65762.88851,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
61159.18968,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
121909.1341,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
110796.5883,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
60746.23281,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
49996.41958,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
58318.98536,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
44067.93442,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
53549.91958,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
53258.74703,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
39104.39222,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
38722.66783,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
67810.57328,CA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
35281.86936,CA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
51116.98498,CA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
46221.2866,CA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
