scenario,gea_region,year,lrmer_co2e_kg_per_MWh
Decarb95by2050,MISO_Central,2035,185.2
Decarb95by2050,MISO_Central,2040,194
Decarb95by2050,MISO_Central,2045,80
Decarb95by2050,MISO_Central,2050,56.8
Decarb95by2050,MISO_North,2025,530.3
Decarb95by2050,MISO_North,2030,131.8
Decarb95by2050,MISO_North,2035,82.6
Decarb95by2050,MISO_North,2040,149.1
Decarb95by2050,MISO_North,2045,58.5
Decarb95by2050,MISO_North,2050,26.8
Decarb95by2050,MISO_South,2025,635.7
Decarb95by2050,MISO_South,2030,308.3
Decarb95by2050,MISO_South,2035,94.7
Decarb95by2050,MISO_South,2040,86.2
Decarb95by2050,MISO_South,2045,73.5
Decarb95by2050,MISO_South,2050,52.4
Decarb95by2050,NYISO,2025,325.4
Decarb95by2050,NYISO,2030,181.3
Decarb95by2050,NYISO,2035,144.1
Decarb95by2050,NYISO,2040,0
Decarb95by2050,NYISO,2045,0
Decarb95by2050,NYISO,2050,0
Decarb95by2050,NorthernGrid_East,2025,474.3
Decarb95by2050,NorthernGrid_East,2030,204.1
Decarb95by2050,NorthernGrid_East,2035,401.1
Decarb95by2050,NorthernGrid_East,2040,172.5
Decarb95by2050,NorthernGrid_East,2045,183.7
Decarb95by2050,NorthernGrid_East,2050,212.9
Decarb95by2050,NorthernGrid_South,2025,331.4
Decarb95by2050,NorthernGrid_South,2030,204.8
Decarb95by2050,NorthernGrid_South,2035,268.6
Decarb95by2050,NorthernGrid_South,2040,149.5
Decarb95by2050,NorthernGrid_South,2045,128.2
Decarb95by2050,NorthernGrid_South,2050,115.2
Decarb95by2050,NorthernGrid_West,2025,241.6
Decarb95by2050,NorthernGrid_West,2030,51.2
Decarb95by2050,NorthernGrid_West,2035,61.3
Decarb95by2050,NorthernGrid_West,2040,33.2
Decarb95by2050,NorthernGrid_West,2045,28.5
Decarb95by2050,NorthernGrid_West,2050,28.3
Decarb95by2050,PJM_East,2025,631.1
Decarb95by2050,PJM_East,2030,275.1
Decarb95by2050,PJM_East,2035,211.3
Decarb95by2050,PJM_East,2040,238
Decarb95by2050,PJM_East,2045,133.9
Decarb95by2050,PJM_East,2050,104.9
Decarb95by2050,PJM_West,2025,578.8
Decarb95by2050,PJM_West,2030,124.2
Decarb95by2050,PJM_West,2035,143.2
Decarb95by2050,PJM_West,2040,157.2
Decarb95by2050,PJM_West,2045,57.3
Decarb95by2050,PJM_West,2050,36.9
Decarb95by2050,SERTP,2025,698.3
Decarb95by2050,SERTP,2030,238.6
Decarb95by2050,SERTP,2035,152.6
Decarb95by2050,SERTP,2040,145.6
Decarb95by2050,SERTP,2045,85
Decarb95by2050,SERTP,2050,68.5
Decarb95by2050,SPP_North,2025,736.2
Decarb95by2050,SPP_North,2030,168
Decarb95by2050,SPP_North,2035,101.1
Decarb95by2050,SPP_North,2040,142.7
Decarb95by2050,SPP_North,2045,60
Decarb95by2050,SPP_North,2050,11.1
Decarb95by2050,SPP_South,2025,622.1
Decarb95by2050,SPP_South,2030,140.8
Decarb95by2050,SPP_South,2035,136.3
Decarb95by2050,SPP_South,2040,120.4
Decarb95by2050,SPP_South,2045,86.6
Decarb95by2050,SPP_South,2050,39
Decarb95by2050,WestConnect_North,2025,602.3
Decarb95by2050,WestConnect_North,2030,182.2
Decarb95by2050,WestConnect_North,2035,266.6
Decarb95by2050,WestConnect_North,2040,164.1
Decarb95by2050,WestConnect_North,2045,130.4
Decarb95by2050,WestConnect_North,2050,115
Decarb95by2050,WestConnect_South,2025,424.6
Decarb95by2050,WestConnect_South,2030,219.4
Decarb95by2050,WestConnect_South,2035,305.4
Decarb95by2050,WestConnect_South,2040,160.7
Decarb95by2050,WestConnect_South,2045,168.9
Decarb95by2050,WestConnect_South,2050,177.3
Decarb100by2035,CAISO,2025,255.1
Decarb100by2035,CAISO,2030,173.6
Decarb100by2035,CAISO,2035,0
Decarb100by2035,CAISO,2040,0
Decarb100by2035,CAISO,2045,0
Decarb100by2035,CAISO,2050,0
Decarb100by2035,ERCOT,2025,246.8
Decarb100by2035,ERCOT,2030,183.2
Decarb100by2035,ERCOT,2035,0
Decarb100by2035,ERCOT,2040,0
Decarb100by2035,ERCOT,2045,0
Decarb100by2035,ERCOT,2050,0
Decarb100by2035,FRCC,2025,534.8
Decarb100by2035,FRCC,2030,340.3
Decarb100by2035,FRCC,2035,0
Decarb100by2035,FRCC,2040,0
Decarb100by2035,FRCC,2045,0
Decarb100by2035,FRCC,2050,0
Decarb100by2035,ISONE,2025,312.5
Decarb100by2035,ISONE,2030,208.2
Decarb100by2035,ISONE,2035,0
Decarb100by2035,ISONE,2040,0
Decarb100by2035,ISONE,2045,0
Decarb100by2035,ISONE,2050,0
Decarb100by2035,MISO_Central,2025,693.8
Decarb100by2035,MISO_Central,2030,193.5
Decarb100by2035,MISO_Central,2035,0
Decarb100by2035,MISO_Central,2040,0
Decarb100by2035,MISO_Central,2045,0
Decarb100by2035,MISO_Central,2050,0
Decarb100by2035,MISO_North,2025,383.7
Decarb100by2035,MISO_North,2030,145
Decarb100by2035,MISO_North,2035,0
Decarb100by2035,MISO_North,2040,0
Decarb100by2035,MISO_North,2045,0
Decarb100by2035,MISO_North,2050,0
Decarb100by2035,MISO_South,2025,533.3
Decarb100by2035,MISO_South,2030,290.3
Decarb100by2035,MISO_South,2035,0
Decarb100by2035,MISO_South,2040,0
Decarb100by2035,MISO_South,2045,0
Decarb100by2035,MISO_South,2050,0
Decarb100by2035,NYISO,2025,313.7
Decarb100by2035,NYISO,2030,165.5
Decarb100by2035,NYISO,2035,0
Decarb100by2035,NYISO,2040,0
Decarb100by2035,NYISO,2045,0
Decarb100by2035,NYISO,2050,0
Decarb100by2035,NorthernGrid_East,2025,220.2
Decarb100by2035,NorthernGrid_East,2030,198.2
Decarb100by2035,NorthernGrid_East,2035,0
Decarb100by2035,NorthernGrid_East,2040,0
Decarb100by2035,NorthernGrid_East,2045,0
Decarb100by2035,NorthernGrid_East,2050,0
Decarb100by2035,NorthernGrid_South,2025,245.9
Decarb100by2035,NorthernGrid_South,2030,200.2
Decarb100by2035,NorthernGrid_South,2035,0
Decarb100by2035,NorthernGrid_South,2040,0
Decarb100by2035,NorthernGrid_South,2045,0
Decarb100by2035,NorthernGrid_South,2050,0
Decarb100by2035,NorthernGrid_West,2025,133
Decarb100by2035,NorthernGrid_West,2030,51.2
Decarb100by2035,NorthernGrid_West,2035,0
Decarb100by2035,NorthernGrid_West,2040,0
Decarb100by2035,NorthernGrid_West,2045,0
Decarb100by2035,NorthernGrid_West,2050,0
Decarb100by2035,PJM_East,2025,566.5
Decarb100by2035,PJM_East,2030,272.6
Decarb100by2035,PJM_East,2035,0
Decarb100by2035,PJM_East,2040,0
Decarb100by2035,PJM_East,2045,0
Decarb100by2035,PJM_East,2050,0
Decarb100by2035,PJM_West,2025,448.5
Decarb100by2035,PJM_West,2030,127.9
Decarb100by2035,PJM_West,2035,0
Decarb100by2035,PJM_West,2040,0
Decarb100by2035,PJM_West,2045,0
Decarb100by2035,PJM_West,2050,0
Decarb100by2035,SERTP,2025,589.3
Decarb100by2035,SERTP,2030,231.4
Decarb100by2035,SERTP,2035,0
Decarb100by2035,SERTP,2040,0
Decarb100by2035,SERTP,2045,0
Decarb100by2035,SERTP,2050,0
Decarb100by2035,SPP_North,2025,522.2
Decarb100by2035,SPP_North,2030,171.6
Decarb100by2035,SPP_North,2035,0
Decarb100by2035,SPP_North,2040,0
Decarb100by2035,SPP_North,2045,0
Decarb100by2035,SPP_North,2050,0
Decarb100by2035,SPP_South,2025,418.9
Decarb100by2035,SPP_South,2030,140.5
Decarb100by2035,SPP_South,2035,0
Decarb100by2035,SPP_South,2040,0
Decarb100by2035,SPP_South,2045,0
Decarb100by2035,SPP_South,2050,0
Decarb100by2035,WestConnect_North,2025,187.7
Decarb100by2035,WestConnect_North,2030,166.8
Decarb100by2035,WestConnect_North,2035,0
Decarb100by2035,WestConnect_North,2040,0
Decarb100by2035,WestConnect_North,2045,0
Decarb100by2035,WestConnect_North,2050,0
Decarb100by2035,WestConnect_South,2025,280.8
Decarb100by2035,WestConnect_South,2030,220.9
Decarb100by2035,WestConnect_South,2035,0
Decarb100by2035,WestConnect_South,2040,0
Decarb100by2035,WestConnect_South,2045,0
Decarb100by2035,WestConnect_South,2050,0
